Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
         474842	    237417	001010a6	fff6c503	lbu	x10,-1(x13)	 x13:0x00137882 x10=0x00000039 PA:0x00137881 load:0x00000039
         474846	    237419	001010aa	00a60023	sb	x10,0(x12)	 x12:0x00137b11 x10:0x00000039 PA:0x00137b11 store:0x00000039 load:0x00000039
         474848	    237420	001010ae	16fd	c.addi	x13,-1	 x13:0x00137882 x13=0x00137881
         474850	    237421	001010b0	1108	c.addi4spn	x10,x2,160	 x10=0x00137880
         474852	    237422	001010b2	0605	c.addi	x12,1	 x12:0x00137b11 x12=0x00137b12
         474856	    237424	001010b4	fed515e3	bne	x10,x13,10109e	 x10:0x00137880 x13:0x00137881
         474862	    237427	0010109e	40df8533	sub	x10,x31,x13	 x31:0x001378a3 x13:0x00137881 x10=0x00000022
         474864	    237428	001010a2	00af6663	bltu	x30,x10,1010ae	 x30:0x000003ff x10:0x00000022
         474868	    237430	001010a6	fff6c503	lbu	x10,-1(x13)	 x13:0x00137881 x10=0x00000039 PA:0x00137880 load:0x00000039
         474872	    237432	001010aa	00a60023	sb	x10,0(x12)	 x12:0x00137b12 x10:0x00000039 PA:0x00137b12 store:0x00000039 load:0x00000032
         474874	    237433	001010ae	16fd	c.addi	x13,-1	 x13:0x00137881 x13=0x00137880
         474876	    237434	001010b0	1108	c.addi4spn	x10,x2,160	 x10=0x00137880
         474878	    237435	001010b2	0605	c.addi	x12,1	 x12:0x00137b12 x12=0x00137b13
         474880	    237436	001010b4	fed515e3	bne	x10,x13,10109e	 x10:0x00137880 x13:0x00137880
         474882	    237437	001010b8	97ea	c.add	x15,x26	 x15:0x00000020 x26:0x00000003 x15=0x00000023
         474886	    237439	001010ba	c73e	c.swsp	x15,140(x2)	  x2:0x001377e0 x15:0x00000023 PA:0x0013786c store:0x00000023 load:0x00323939
         474888	    237440	001010bc	c831	c.beqz	x8,101110	  x8:0x00000002
         474890	    237441	001010be	3ff00693	addi	x13,x0,1023	  x0:0x00000000 x13=0x000003ff
         474892	    237442	001010c2	00f6e963	bltu	x13,x15,1010d4	 x13:0x000003ff x15:0x00000023
         474894	    237443	001010c6	71010693	addi	x13,x2,1808	  x2:0x001377e0 x13=0x00137ef0
         474896	    237444	001010ca	02e00613	addi	x12,x0,46	  x0:0x00000000 x12=0x0000002e
         474898	    237445	001010ce	96be	c.add	x13,x15	 x13:0x00137ef0 x15:0x00000023 x13=0x00137f13
         474902	    237447	001010d0	c0c68023	sb	x12,-1024(x13)	 x13:0x00137f13 x12:0x0000002e PA:0x00137b13 store:0x0000002e load:0x00000000
         474904	    237448	001010d4	00178513	addi	x10,x15,1	 x15:0x00000023 x10=0x00000024
         474908	    237450	001010d8	c72a	c.swsp	x10,140(x2)	  x2:0x001377e0 x10:0x00000024 PA:0x0013786c store:0x00000024 load:0x00323939
         474912	    237452	001010da	6a0a8063	beq	x21,x0,10177a	 x21:0x00000000  x0:0x00000000
         474916	    237454	0010177a	87aa	c.mv	x15,x10	  x0:0x00000000 x10:0x00000024 x15=0x00000024
         474920	    237456	0010177c	ba51	c.j	101110	
         474922	    237457	00101110	21d05663	bge	x0,x29,10131c	  x0:0x00000000 x29:0x00000002
         474924	    237458	00101114	3ff00693	addi	x13,x0,1023	  x0:0x00000000 x13=0x000003ff
         474926	    237459	00101118	00f6e963	bltu	x13,x15,10112a	 x13:0x000003ff x15:0x00000024
         474928	    237460	0010111c	71010693	addi	x13,x2,1808	  x2:0x001377e0 x13=0x00137ef0
         474930	    237461	00101120	03000613	addi	x12,x0,48	  x0:0x00000000 x12=0x00000030
         474932	    237462	00101124	96be	c.add	x13,x15	 x13:0x00137ef0 x15:0x00000024 x13=0x00137f14
         474936	    237464	00101126	c0c68023	sb	x12,-1024(x13)	 x13:0x00137f14 x12:0x00000030 PA:0x00137b14 store:0x00000030 load:0x00000039
         474938	    237465	0010112a	fff58613	addi	x12,x11,-1	 x11:0x00000002 x12=0x00000001
         474940	    237466	0010112e	00178693	addi	x13,x15,1	 x15:0x00000024 x13=0x00000025
         474942	    237467	00101132	1e060363	beq	x12,x0,101318	 x12:0x00000001  x0:0x00000000
         474944	    237468	00101136	3ff00613	addi	x12,x0,1023	  x0:0x00000000 x12=0x000003ff
         474946	    237469	0010113a	00d66963	bltu	x12,x13,10114c	 x12:0x000003ff x13:0x00000025
         474948	    237470	0010113e	71010613	addi	x12,x2,1808	  x2:0x001377e0 x12=0x00137ef0
         474950	    237471	00101142	96b2	c.add	x13,x12	 x13:0x00000025 x12:0x00137ef0 x13=0x00137f15
         474952	    237472	00101144	03000613	addi	x12,x0,48	  x0:0x00000000 x12=0x00000030
         474956	    237474	00101148	c0c68023	sb	x12,-1024(x13)	 x13:0x00137f15 x12:0x00000030 PA:0x00137b15 store:0x00000030 load:0x00000039
         474958	    237475	0010114c	ffe58613	addi	x12,x11,-2	 x11:0x00000002 x12=0x00000000
         474960	    237476	00101150	00278693	addi	x13,x15,2	 x15:0x00000024 x13=0x00000026
         474964	    237478	00101154	1c060263	beq	x12,x0,101318	 x12:0x00000000  x0:0x00000000
         474968	    237480	00101318	97ae	c.add	x15,x11	 x15:0x00000024 x11:0x00000002 x15=0x00000026
         474972	    237482	0010131a	c73e	c.swsp	x15,140(x2)	  x2:0x001377e0 x15:0x00000026 PA:0x0013786c store:0x00000026 load:0x00323939
         474976	    237484	0010131c	fa070d63	beq	x14,x0,100ad6	 x14:0x00000000  x0:0x00000000
         474982	    237487	00100ad6	47ba	c.lwsp	x15,140(x2)	  x2:0x001377e0 x15=0x00000026 PA:0x0013786c load:0x00000026
         474986	    237489	00100ad8	000dce03	lbu	x28,0(x27)	 x27:0x00106688 x28=0x00000020 PA:0x00106688 load:0x00000020
         474988	    237490	00100adc	de0e0de3	beq	x28,x0,1008d6	 x28:0x00000020  x0:0x00000000
         474992	    237492	00100ae0	b549	c.j	100962	
         474996	    237494	00100962	00fb86b3	add	x13,x23,x15	 x23:0x00137af0 x15:0x00000026 x13=0x00137b16
         474998	    237495	00100966	873e	c.mv	x14,x15	  x0:0x00000000 x15:0x00000026 x14=0x00000026
         475000	    237496	00100968	4501	c.li	x10,0	 x10=0x00000000
         475002	    237497	0010096a	02500613	addi	x12,x0,37	  x0:0x00000000 x12=0x00000025
         475004	    237498	0010096e	3ff00593	addi	x11,x0,1023	  x0:0x00000000 x11=0x000003ff
         475006	    237499	00100972	02ce0a63	beq	x28,x12,1009a6	 x28:0x00000020 x12:0x00000025
         475008	    237500	00100976	00e5ef63	bltu	x11,x14,100994	 x11:0x000003ff x14:0x00000026
         475010	    237501	0010097a	0485	c.addi	x9,1	  x9:0x00106689  x9=0x0010668a
         475014	    237503	0010097c	01c68023	sb	x28,0(x13)	 x13:0x00137b16 x28:0x00000020 PA:0x00137b16 store:0x00000020 load:0x0000000a
         475018	    237505	00100980	fff4ce03	lbu	x28,-1(x9)	  x9:0x0010668a x28=0x0000005d PA:0x00106689 load:0x0000005d
         475020	    237506	00100984	0705	c.addi	x14,1	 x14:0x00000026 x14=0x00000027
         475022	    237507	00100986	0685	c.addi	x13,1	 x13:0x00137b16 x13=0x00137b17
         475024	    237508	00100988	f40e08e3	beq	x28,x0,1008d8	 x28:0x0000005d  x0:0x00000000
         475026	    237509	0010098c	4505	c.li	x10,1	 x10=0x00000001
         475030	    237511	0010098e	b7d5	c.j	100972	
         475034	    237513	00100972	02ce0a63	beq	x28,x12,1009a6	 x28:0x0000005d x12:0x00000025
         475036	    237514	00100976	00e5ef63	bltu	x11,x14,100994	 x11:0x000003ff x14:0x00000027
         475038	    237515	0010097a	0485	c.addi	x9,1	  x9:0x0010668a  x9=0x0010668b
         475042	    237517	0010097c	01c68023	sb	x28,0(x13)	 x13:0x00137b17 x28:0x0000005d PA:0x00137b17 store:0x0000005d load:0x00000000
         475046	    237519	00100980	fff4ce03	lbu	x28,-1(x9)	  x9:0x0010668b x28=0x0000000a PA:0x0010668a load:0x0000000a
         475048	    237520	00100984	0705	c.addi	x14,1	 x14:0x00000027 x14=0x00000028
         475050	    237521	00100986	0685	c.addi	x13,1	 x13:0x00137b17 x13=0x00137b18
         475052	    237522	00100988	f40e08e3	beq	x28,x0,1008d8	 x28:0x0000000a  x0:0x00000000
         475054	    237523	0010098c	4505	c.li	x10,1	 x10=0x00000001
         475058	    237525	0010098e	b7d5	c.j	100972	
         475062	    237527	00100972	02ce0a63	beq	x28,x12,1009a6	 x28:0x0000000a x12:0x00000025
         475064	    237528	00100976	00e5ef63	bltu	x11,x14,100994	 x11:0x000003ff x14:0x00000028
         475066	    237529	0010097a	0485	c.addi	x9,1	  x9:0x0010668b  x9=0x0010668c
         475070	    237531	0010097c	01c68023	sb	x28,0(x13)	 x13:0x00137b18 x28:0x0000000a PA:0x00137b18 store:0x0000000a load:0x00000020
         475074	    237533	00100980	fff4ce03	lbu	x28,-1(x9)	  x9:0x0010668c x28=0x00000000 PA:0x0010668b load:0x00000000
         475076	    237534	00100984	0705	c.addi	x14,1	 x14:0x00000028 x14=0x00000029
         475078	    237535	00100986	0685	c.addi	x13,1	 x13:0x00137b18 x13=0x00137b19
         475082	    237537	00100988	f40e08e3	beq	x28,x0,1008d8	 x28:0x00000000  x0:0x00000000
         475086	    237539	001008d8	3fe00793	addi	x15,x0,1022	  x0:0x00000000 x15=0x000003fe
         475088	    237540	001008dc	00e7e763	bltu	x15,x14,1008ea	 x15:0x000003fe x14:0x00000029
         475090	    237541	001008e0	71010793	addi	x15,x2,1808	  x2:0x001377e0 x15=0x00137ef0
         475092	    237542	001008e4	973e	c.add	x14,x15	 x14:0x00000029 x15:0x00137ef0 x14=0x00137f19
         475096	    237544	001008e6	c0070023	sb	x0,-1024(x14)	 x14:0x00137f19  x0:0x00000000 PA:0x00137b19 store:0x00000000 load:0x0000005d
         475100	    237546	001008ea	31014503	lbu	x10,784(x2)	  x2:0x001377e0 x10=0x0000005b PA:0x00137af0 load:0x0000005b
         475104	    237548	001008ee	700107a3	sb	x0,1807(x2)	  x2:0x001377e0  x0:0x00000000 PA:0x00137eef store:0x00000000 load:0x00000072
         475106	    237549	001008f2	cd59	c.beqz	x10,100990	 x10:0x0000005b
         475108	    237550	001008f4	0e00	c.addi4spn	x8,x2,784	  x8=0x00137af0
         475110	    237551	001008f6	4485	c.li	x9,1	  x9=0x00000001
         475112	    237552	001008f8	8c81	c.sub	x9,x8	  x9:0x00000001  x8:0x00137af0  x9=0xffec8511
         475116	    237554	001008fa	359010ef	jal	x1,102452	  x1=0x001008fe
         475120	    237556	00102452	000207b7	lui	x15,0x20	 x15=0x00020000
         475124	    237558	00102456	c388	c.sw	x10,0(x15)	 x15:0x00020000 x10:0x0000005b PA:0x00020000 store:0x0000005b load:0x00000000
         475128	    237560	00102458	8082	c.jr	x1	  x1:0x001008fe
         475134	    237563	001008fe	00144503	lbu	x10,1(x8)	  x8:0x00137af0 x10=0x00000020 PA:0x00137af1 load:0x00000020
         475136	    237564	00100902	009407b3	add	x15,x8,x9	  x8:0x00137af0  x9:0xffec8511 x15=0x00000001
         475138	    237565	00100906	0405	c.addi	x8,1	  x8:0x00137af0  x8=0x00137af1
         475142	    237567	00100908	f96d	c.bnez	x10,1008fa	 x10:0x00000020
         475150	    237571	001008fa	359010ef	jal	x1,102452	  x1=0x001008fe
         475154	    237573	00102452	000207b7	lui	x15,0x20	 x15=0x00020000
         475158	    237575	00102456	c388	c.sw	x10,0(x15)	 x15:0x00020000 x10:0x00000020 PA:0x00020000 store:0x00000020 load:0x00000000
         475162	    237577	00102458	8082	c.jr	x1	  x1:0x001008fe
         475168	    237580	001008fe	00144503	lbu	x10,1(x8)	  x8:0x00137af1 x10=0x00000070 PA:0x00137af2 load:0x00000070
         475170	    237581	00100902	009407b3	add	x15,x8,x9	  x8:0x00137af1  x9:0xffec8511 x15=0x00000002
         475172	    237582	00100906	0405	c.addi	x8,1	  x8:0x00137af1  x8=0x00137af2
         475176	    237584	00100908	f96d	c.bnez	x10,1008fa	 x10:0x00000070
         475184	    237588	001008fa	359010ef	jal	x1,102452	  x1=0x001008fe
         475188	    237590	00102452	000207b7	lui	x15,0x20	 x15=0x00020000
         475192	    237592	00102456	c388	c.sw	x10,0(x15)	 x15:0x00020000 x10:0x00000070 PA:0x00020000 store:0x00000070 load:0x00000000
         475196	    237594	00102458	8082	c.jr	x1	  x1:0x001008fe
         475202	    237597	001008fe	00144503	lbu	x10,1(x8)	  x8:0x00137af2 x10=0x00000072 PA:0x00137af3 load:0x00000072
         475204	    237598	00100902	009407b3	add	x15,x8,x9	  x8:0x00137af2  x9:0xffec8511 x15=0x00000003
         475206	    237599	00100906	0405	c.addi	x8,1	  x8:0x00137af2  x8=0x00137af3
         475210	    237601	00100908	f96d	c.bnez	x10,1008fa	 x10:0x00000072
         475218	    237605	001008fa	359010ef	jal	x1,102452	  x1=0x001008fe
         475222	    237607	00102452	000207b7	lui	x15,0x20	 x15=0x00020000
         475226	    237609	00102456	c388	c.sw	x10,0(x15)	 x15:0x00020000 x10:0x00000072 PA:0x00020000 store:0x00000072 load:0x00000000
         475230	    237611	00102458	8082	c.jr	x1	  x1:0x001008fe
         475236	    237614	001008fe	00144503	lbu	x10,1(x8)	  x8:0x00137af3 x10=0x0000006f PA:0x00137af4 load:0x0000006f
         475238	    237615	00100902	009407b3	add	x15,x8,x9	  x8:0x00137af3  x9:0xffec8511 x15=0x00000004
         475240	    237616	00100906	0405	c.addi	x8,1	  x8:0x00137af3  x8=0x00137af4
         475244	    237618	00100908	f96d	c.bnez	x10,1008fa	 x10:0x0000006f
         475252	    237622	001008fa	359010ef	jal	x1,102452	  x1=0x001008fe
         475256	    237624	00102452	000207b7	lui	x15,0x20	 x15=0x00020000
         475260	    237626	00102456	c388	c.sw	x10,0(x15)	 x15:0x00020000 x10:0x0000006f PA:0x00020000 store:0x0000006f load:0x00000000
         475264	    237628	00102458	8082	c.jr	x1	  x1:0x001008fe
         475270	    237631	001008fe	00144503	lbu	x10,1(x8)	  x8:0x00137af4 x10=0x00000064 PA:0x00137af5 load:0x00000064
         475272	    237632	00100902	009407b3	add	x15,x8,x9	  x8:0x00137af4  x9:0xffec8511 x15=0x00000005
         475274	    237633	00100906	0405	c.addi	x8,1	  x8:0x00137af4  x8=0x00137af5
         475278	    237635	00100908	f96d	c.bnez	x10,1008fa	 x10:0x00000064
         475286	    237639	001008fa	359010ef	jal	x1,102452	  x1=0x001008fe
         475290	    237641	00102452	000207b7	lui	x15,0x20	 x15=0x00020000
         475294	    237643	00102456	c388	c.sw	x10,0(x15)	 x15:0x00020000 x10:0x00000064 PA:0x00020000 store:0x00000064 load:0x00000000
         475298	    237645	00102458	8082	c.jr	x1	  x1:0x001008fe
         475304	    237648	001008fe	00144503	lbu	x10,1(x8)	  x8:0x00137af5 x10=0x00000075 PA:0x00137af6 load:0x00000075
         475306	    237649	00100902	009407b3	add	x15,x8,x9	  x8:0x00137af5  x9:0xffec8511 x15=0x00000006
         475308	    237650	00100906	0405	c.addi	x8,1	  x8:0x00137af5  x8=0x00137af6
         475312	    237652	00100908	f96d	c.bnez	x10,1008fa	 x10:0x00000075
         475320	    237656	001008fa	359010ef	jal	x1,102452	  x1=0x001008fe
         475324	    237658	00102452	000207b7	lui	x15,0x20	 x15=0x00020000
         475328	    237660	00102456	c388	c.sw	x10,0(x15)	 x15:0x00020000 x10:0x00000075 PA:0x00020000 store:0x00000075 load:0x00000000
         475332	    237662	00102458	8082	c.jr	x1	  x1:0x001008fe
         475338	    237665	001008fe	00144503	lbu	x10,1(x8)	  x8:0x00137af6 x10=0x00000063 PA:0x00137af7 load:0x00000063
         475340	    237666	00100902	009407b3	add	x15,x8,x9	  x8:0x00137af6  x9:0xffec8511 x15=0x00000007
         475342	    237667	00100906	0405	c.addi	x8,1	  x8:0x00137af6  x8=0x00137af7
         475346	    237669	00100908	f96d	c.bnez	x10,1008fa	 x10:0x00000063
         475354	    237673	001008fa	359010ef	jal	x1,102452	  x1=0x001008fe
         475358	    237675	00102452	000207b7	lui	x15,0x20	 x15=0x00020000
         475362	    237677	00102456	c388	c.sw	x10,0(x15)	 x15:0x00020000 x10:0x00000063 PA:0x00020000 store:0x00000063 load:0x00000000
         475366	    237679	00102458	8082	c.jr	x1	  x1:0x001008fe
         475372	    237682	001008fe	00144503	lbu	x10,1(x8)	  x8:0x00137af7 x10=0x00000074 PA:0x00137af8 load:0x00000074
         475374	    237683	00100902	009407b3	add	x15,x8,x9	  x8:0x00137af7  x9:0xffec8511 x15=0x00000008
         475376	    237684	00100906	0405	c.addi	x8,1	  x8:0x00137af7  x8=0x00137af8
         475380	    237686	00100908	f96d	c.bnez	x10,1008fa	 x10:0x00000074
         475388	    237690	001008fa	359010ef	jal	x1,102452	  x1=0x001008fe
         475392	    237692	00102452	000207b7	lui	x15,0x20	 x15=0x00020000
         475396	    237694	00102456	c388	c.sw	x10,0(x15)	 x15:0x00020000 x10:0x00000074 PA:0x00020000 store:0x00000074 load:0x00000000
         475400	    237696	00102458	8082	c.jr	x1	  x1:0x001008fe
         475406	    237699	001008fe	00144503	lbu	x10,1(x8)	  x8:0x00137af8 x10=0x0000003a PA:0x00137af9 load:0x0000003a
         475408	    237700	00100902	009407b3	add	x15,x8,x9	  x8:0x00137af8  x9:0xffec8511 x15=0x00000009
         475410	    237701	00100906	0405	c.addi	x8,1	  x8:0x00137af8  x8=0x00137af9
         475414	    237703	00100908	f96d	c.bnez	x10,1008fa	 x10:0x0000003a
         475422	    237707	001008fa	359010ef	jal	x1,102452	  x1=0x001008fe
         475426	    237709	00102452	000207b7	lui	x15,0x20	 x15=0x00020000
         475430	    237711	00102456	c388	c.sw	x10,0(x15)	 x15:0x00020000 x10:0x0000003a PA:0x00020000 store:0x0000003a load:0x00000000
         475434	    237713	00102458	8082	c.jr	x1	  x1:0x001008fe
         475440	    237716	001008fe	00144503	lbu	x10,1(x8)	  x8:0x00137af9 x10=0x00000020 PA:0x00137afa load:0x00000020
         475442	    237717	00100902	009407b3	add	x15,x8,x9	  x8:0x00137af9  x9:0xffec8511 x15=0x0000000a
         475444	    237718	00100906	0405	c.addi	x8,1	  x8:0x00137af9  x8=0x00137afa
         475448	    237720	00100908	f96d	c.bnez	x10,1008fa	 x10:0x00000020
         475456	    237724	001008fa	359010ef	jal	x1,102452	  x1=0x001008fe
         475460	    237726	00102452	000207b7	lui	x15,0x20	 x15=0x00020000
         475464	    237728	00102456	c388	c.sw	x10,0(x15)	 x15:0x00020000 x10:0x00000020 PA:0x00020000 store:0x00000020 load:0x00000000
         475468	    237730	00102458	8082	c.jr	x1	  x1:0x001008fe
         475474	    237733	001008fe	00144503	lbu	x10,1(x8)	  x8:0x00137afa x10=0x0000006d PA:0x00137afb load:0x0000006d
         475476	    237734	00100902	009407b3	add	x15,x8,x9	  x8:0x00137afa  x9:0xffec8511 x15=0x0000000b
         475478	    237735	00100906	0405	c.addi	x8,1	  x8:0x00137afa  x8=0x00137afb
         475482	    237737	00100908	f96d	c.bnez	x10,1008fa	 x10:0x0000006d
         475490	    237741	001008fa	359010ef	jal	x1,102452	  x1=0x001008fe
         475494	    237743	00102452	000207b7	lui	x15,0x20	 x15=0x00020000
         475498	    237745	00102456	c388	c.sw	x10,0(x15)	 x15:0x00020000 x10:0x0000006d PA:0x00020000 store:0x0000006d load:0x00000000
         475502	    237747	00102458	8082	c.jr	x1	  x1:0x001008fe
         475508	    237750	001008fe	00144503	lbu	x10,1(x8)	  x8:0x00137afb x10=0x00000070 PA:0x00137afc load:0x00000070
         475510	    237751	00100902	009407b3	add	x15,x8,x9	  x8:0x00137afb  x9:0xffec8511 x15=0x0000000c
         475512	    237752	00100906	0405	c.addi	x8,1	  x8:0x00137afb  x8=0x00137afc
         475516	    237754	00100908	f96d	c.bnez	x10,1008fa	 x10:0x00000070
         475524	    237758	001008fa	359010ef	jal	x1,102452	  x1=0x001008fe
         475528	    237760	00102452	000207b7	lui	x15,0x20	 x15=0x00020000
         475532	    237762	00102456	c388	c.sw	x10,0(x15)	 x15:0x00020000 x10:0x00000070 PA:0x00020000 store:0x00000070 load:0x00000000
         475536	    237764	00102458	8082	c.jr	x1	  x1:0x001008fe
         475542	    237767	001008fe	00144503	lbu	x10,1(x8)	  x8:0x00137afc x10=0x00000033 PA:0x00137afd load:0x00000033
         475544	    237768	00100902	009407b3	add	x15,x8,x9	  x8:0x00137afc  x9:0xffec8511 x15=0x0000000d
         475546	    237769	00100906	0405	c.addi	x8,1	  x8:0x00137afc  x8=0x00137afd
         475550	    237771	00100908	f96d	c.bnez	x10,1008fa	 x10:0x00000033
         475558	    237775	001008fa	359010ef	jal	x1,102452	  x1=0x001008fe
         475562	    237777	00102452	000207b7	lui	x15,0x20	 x15=0x00020000
         475566	    237779	00102456	c388	c.sw	x10,0(x15)	 x15:0x00020000 x10:0x00000033 PA:0x00020000 store:0x00000033 load:0x00000000
         475570	    237781	00102458	8082	c.jr	x1	  x1:0x001008fe
         475576	    237784	001008fe	00144503	lbu	x10,1(x8)	  x8:0x00137afd x10=0x00000020 PA:0x00137afe load:0x00000020
         475578	    237785	00100902	009407b3	add	x15,x8,x9	  x8:0x00137afd  x9:0xffec8511 x15=0x0000000e
         475580	    237786	00100906	0405	c.addi	x8,1	  x8:0x00137afd  x8=0x00137afe
         475584	    237788	00100908	f96d	c.bnez	x10,1008fa	 x10:0x00000020
         475592	    237792	001008fa	359010ef	jal	x1,102452	  x1=0x001008fe
         475596	    237794	00102452	000207b7	lui	x15,0x20	 x15=0x00020000
         475600	    237796	00102456	c388	c.sw	x10,0(x15)	 x15:0x00020000 x10:0x00000020 PA:0x00020000 store:0x00000020 load:0x00000000
         475604	    237798	00102458	8082	c.jr	x1	  x1:0x001008fe
         475610	    237801	001008fe	00144503	lbu	x10,1(x8)	  x8:0x00137afe x10=0x00000070 PA:0x00137aff load:0x00000070
         475612	    237802	00100902	009407b3	add	x15,x8,x9	  x8:0x00137afe  x9:0xffec8511 x15=0x0000000f
         475614	    237803	00100906	0405	c.addi	x8,1	  x8:0x00137afe  x8=0x00137aff
         475618	    237805	00100908	f96d	c.bnez	x10,1008fa	 x10:0x00000070
         475626	    237809	001008fa	359010ef	jal	x1,102452	  x1=0x001008fe
         475630	    237811	00102452	000207b7	lui	x15,0x20	 x15=0x00020000
         475634	    237813	00102456	c388	c.sw	x10,0(x15)	 x15:0x00020000 x10:0x00000070 PA:0x00020000 store:0x00000070 load:0x00000000
         475638	    237815	00102458	8082	c.jr	x1	  x1:0x001008fe
         475644	    237818	001008fe	00144503	lbu	x10,1(x8)	  x8:0x00137aff x10=0x0000006c PA:0x00137b00 load:0x0000006c
         475646	    237819	00100902	009407b3	add	x15,x8,x9	  x8:0x00137aff  x9:0xffec8511 x15=0x00000010
         475648	    237820	00100906	0405	c.addi	x8,1	  x8:0x00137aff  x8=0x00137b00
         475652	    237822	00100908	f96d	c.bnez	x10,1008fa	 x10:0x0000006c
         475660	    237826	001008fa	359010ef	jal	x1,102452	  x1=0x001008fe
         475664	    237828	00102452	000207b7	lui	x15,0x20	 x15=0x00020000
         475668	    237830	00102456	c388	c.sw	x10,0(x15)	 x15:0x00020000 x10:0x0000006c PA:0x00020000 store:0x0000006c load:0x00000000
         475672	    237832	00102458	8082	c.jr	x1	  x1:0x001008fe
         475678	    237835	001008fe	00144503	lbu	x10,1(x8)	  x8:0x00137b00 x10=0x00000061 PA:0x00137b01 load:0x00000061
         475680	    237836	00100902	009407b3	add	x15,x8,x9	  x8:0x00137b00  x9:0xffec8511 x15=0x00000011
         475682	    237837	00100906	0405	c.addi	x8,1	  x8:0x00137b00  x8=0x00137b01
         475686	    237839	00100908	f96d	c.bnez	x10,1008fa	 x10:0x00000061
         475694	    237843	001008fa	359010ef	jal	x1,102452	  x1=0x001008fe
         475698	    237845	00102452	000207b7	lui	x15,0x20	 x15=0x00020000
         475702	    237847	00102456	c388	c.sw	x10,0(x15)	 x15:0x00020000 x10:0x00000061 PA:0x00020000 store:0x00000061 load:0x00000000
         475706	    237849	00102458	8082	c.jr	x1	  x1:0x001008fe
         475712	    237852	001008fe	00144503	lbu	x10,1(x8)	  x8:0x00137b01 x10=0x00000079 PA:0x00137b02 load:0x00000079
         475714	    237853	00100902	009407b3	add	x15,x8,x9	  x8:0x00137b01  x9:0xffec8511 x15=0x00000012
         475716	    237854	00100906	0405	c.addi	x8,1	  x8:0x00137b01  x8=0x00137b02
         475720	    237856	00100908	f96d	c.bnez	x10,1008fa	 x10:0x00000079
         475728	    237860	001008fa	359010ef	jal	x1,102452	  x1=0x001008fe
         475732	    237862	00102452	000207b7	lui	x15,0x20	 x15=0x00020000
         475736	    237864	00102456	c388	c.sw	x10,0(x15)	 x15:0x00020000 x10:0x00000079 PA:0x00020000 store:0x00000079 load:0x00000000
         475740	    237866	00102458	8082	c.jr	x1	  x1:0x001008fe
         475746	    237869	001008fe	00144503	lbu	x10,1(x8)	  x8:0x00137b02 x10=0x00000065 PA:0x00137b03 load:0x00000065
         475748	    237870	00100902	009407b3	add	x15,x8,x9	  x8:0x00137b02  x9:0xffec8511 x15=0x00000013
         475750	    237871	00100906	0405	c.addi	x8,1	  x8:0x00137b02  x8=0x00137b03
         475754	    237873	00100908	f96d	c.bnez	x10,1008fa	 x10:0x00000065
         475762	    237877	001008fa	359010ef	jal	x1,102452	  x1=0x001008fe
         475766	    237879	00102452	000207b7	lui	x15,0x20	 x15=0x00020000
         475770	    237881	00102456	c388	c.sw	x10,0(x15)	 x15:0x00020000 x10:0x00000065 PA:0x00020000 store:0x00000065 load:0x00000000
         475774	    237883	00102458	8082	c.jr	x1	  x1:0x001008fe
         475780	    237886	001008fe	00144503	lbu	x10,1(x8)	  x8:0x00137b03 x10=0x00000072 PA:0x00137b04 load:0x00000072
         475782	    237887	00100902	009407b3	add	x15,x8,x9	  x8:0x00137b03  x9:0xffec8511 x15=0x00000014
         475784	    237888	00100906	0405	c.addi	x8,1	  x8:0x00137b03  x8=0x00137b04
         475788	    237890	00100908	f96d	c.bnez	x10,1008fa	 x10:0x00000072
         475796	    237894	001008fa	359010ef	jal	x1,102452	  x1=0x001008fe
         475800	    237896	00102452	000207b7	lui	x15,0x20	 x15=0x00020000
         475804	    237898	00102456	c388	c.sw	x10,0(x15)	 x15:0x00020000 x10:0x00000072 PA:0x00020000 store:0x00000072 load:0x00000000
         475808	    237900	00102458	8082	c.jr	x1	  x1:0x001008fe
         475814	    237903	001008fe	00144503	lbu	x10,1(x8)	  x8:0x00137b04 x10=0x00000020 PA:0x00137b05 load:0x00000020
         475816	    237904	00100902	009407b3	add	x15,x8,x9	  x8:0x00137b04  x9:0xffec8511 x15=0x00000015
         475818	    237905	00100906	0405	c.addi	x8,1	  x8:0x00137b04  x8=0x00137b05
         475822	    237907	00100908	f96d	c.bnez	x10,1008fa	 x10:0x00000020
         475830	    237911	001008fa	359010ef	jal	x1,102452	  x1=0x001008fe
         475834	    237913	00102452	000207b7	lui	x15,0x20	 x15=0x00020000
         475838	    237915	00102456	c388	c.sw	x10,0(x15)	 x15:0x00020000 x10:0x00000020 PA:0x00020000 store:0x00000020 load:0x00000000
         475842	    237917	00102458	8082	c.jr	x1	  x1:0x001008fe
         475848	    237920	001008fe	00144503	lbu	x10,1(x8)	  x8:0x00137b05 x10=0x00000009 PA:0x00137b06 load:0x00000009
         475850	    237921	00100902	009407b3	add	x15,x8,x9	  x8:0x00137b05  x9:0xffec8511 x15=0x00000016
         475852	    237922	00100906	0405	c.addi	x8,1	  x8:0x00137b05  x8=0x00137b06
         475856	    237924	00100908	f96d	c.bnez	x10,1008fa	 x10:0x00000009
         475864	    237928	001008fa	359010ef	jal	x1,102452	  x1=0x001008fe
